үнэ,хаяг,Шал:,Тагт:,Ашиглалтанд орсон он:,Гараж:,Цонх:,Барилгын давхар:,Хаалга:,Талбай:,Хэдэн давхарт:,Лизингээр авах боломж:,Цонхны тоо:,Барилгын явц:,PricePerArea
245.0,"УБ — Баянгол, Модны 2",Паркет,2,2013,0,Вакум,12,Бүргэд,69.85,5,0,4,1,3.507516105941303
245.0,"УБ — Баянгол, Модны 2",Паркет,0,2011,0,Вакум,9,Бүргэд,70.0,7,1,5,1,3.5
352.0,"УБ — Хан-Уул, UB Town",Паркет,2,2014,1,Вакум,10,Бүргэд,118.0,6,1,7,1,2.983050847457627
360.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2019,0,Вакум,6,Бүргэд,94.1,2,1,4,1,3.8257173219978746
300.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Вакум,100.0,10,0,4,1,3.0
308.0,"УБ — Хан-Уул, Яармаг",Паркет,2,2023,0,Вакум,16,Төмөр,102.0,11,1,5,1,3.019607843137255
94.29,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Паркет,1,2024,0,Вакум,15,Төмөр,31.43,2,0,1,0,3.0000000000000004
442.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1,2013,0,Вакум,12,Бүргэд,108.0,2,1,6,1,4.092592592592593
134.1,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,49.66,4,0,2,0,2.700362464760371
231.0,"УБ — Хан-Уул, Мишээл",Паркет,0,2020,0,Вакум,15,Төмөр,76.91,1,1,3,1,3.0035105968014566
208.0,"УБ — Баянгол, Модны 2",Паркет,1,2012,0,Вакум,10,Төмөр,67.06,3,1,3,1,3.1016999701759618
565.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2021,0,Вакум,10,Төмөр,103.24,4,0,4,1,5.472685005811702
108.0,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2013,0,Вакум,12,Бүргэд,39.8,8,0,1,1,2.71356783919598
115.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2015,0,Вакум,16,Бүргэд,44.0,3,0,2,1,2.6136363636363638
435.0,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1,2021,0,Вакум,25,Бүргэд,70.0,18,1,4,1,6.214285714285714
128.0,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1,2023,0,Вакум,16,Төмөр,51.0,14,0,2,1,2.5098039215686274
135.0,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1,2012,0,Вакум,10,Бүргэд,40.0,1,0,2,1,3.375
510.75,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,2,2021,0,Вакум,16,Бүргэд,113.5,2,0,6,1,4.5
135.168,"УБ — Баянзүрх, Баянзүрх, Хороо 30",Паркет,1,2015,0,Вакум,12,Бүргэд,42.24,3,0,2,1,3.2
150.0,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Паркет,1,2017,0,Вакум,9,Бүргэд,67.7,9,0,2,1,2.2156573116691285
594.65,"УБ — Хан-Уул, 120 мянгат",Паркет,3,2015,1,Вакум,12,Бүргэд,110.0,12,0,3,1,5.40590909090909
118.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,1988,0,Вакум,6,Бүргэд,47.0,5,0,3,1,2.5106382978723403
250.0,"УБ — Сүхбаатар, Хүнсний 50-р дэлгүүр",Паркет,1,1998,0,Вакум,4,Бүргэд,54.0,2,0,2,1,4.62962962962963
354.0,"УБ — Хан-Уул, Яармаг",Паркет,2,2021,1,Вакум,16,Бүргэд,107.0,1,1,6,1,3.308411214953271
195.0,УБ — Сүхбаатар,Паркет,1,1989,0,Вакум,9,Бүргэд,49.0,2,0,3,1,3.979591836734694
157.0,"УБ — Баянгол, Модны 2",Паркет,1,2020,0,Вакум,9,Төмөр,42.21,4,1,2,1,3.7194977493484958
335.0,"УБ — Сүхбаатар, Америкын элчин сайдын яам",Паркет,1,2016,0,Вакум,10,Бүргэд,93.0,1,1,4,1,3.6021505376344085
193.27,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2023,0,Вакум,16,Бүргэд,55.22,15,0,2,1,3.5000000000000004
150.0,"УБ — Баянгол, 25-р эмийн сан",Паркет,1,2013,0,Вакум,12,Бүргэд,48.2,2,0,2,1,3.1120331950207465
85.0,"УБ — Баянгол, 10-р хороолол",Паркет,0,2009,0,Төмөр вакум,12,Төмөр вакум,29.0,1,0,1,1,2.9310344827586206
405.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2008,0,Вакум,9,Төмөр,114.2,2,1,3,1,3.5464098073555164
230.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2015,0,Вакум,15,Төмөр,74.72,3,1,3,1,3.0781584582441113
150.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,1987,0,Вакум,5,Бүргэд,68.0,1,0,4,1,2.2058823529411766
128.0,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 29",Паркет,1,2012,0,Вакум,4,Бүргэд,48.0,1,1,3,1,2.6666666666666665
550.0,"УБ — Хан-Уул, River stone",Паркет,2,2013,1,Вакум,10,Төмөр вакум,131.0,9,1,6,1,4.198473282442748
664.6120000000001,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2023,0,Вакум,16,Бүргэд,127.81,4,0,5,1,5.2
532.8000000000001,"УБ — Хан-Уул, Яармаг",Паркет,1,2023,0,Вакум,17,Бүргэд,148.0,5,1,5,1,3.6000000000000005
163.0,"УБ — Баянгол, Гандан",Паркет,1,2006,0,Вакум,5,Төмөр,63.5,4,0,3,1,2.5669291338582676
520.0,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1,2019,0,Вакум,16,Төмөр,106.0,8,0,3,1,4.90566037735849
307.20000000000005,"УБ — Хан-Уул, Зайсан",Паркет,0,2020,0,Модон вакум,4,Бүргэд,96.0,4,0,5,1,3.2000000000000006
240.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2021,0,Вакум,12,Бүргэд,64.0,8,0,3,1,3.75
133.0,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,2019,0,Вакум,16,Бүргэд,44.0,4,0,2,1,3.022727272727273
555.48,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1,2024,0,Вакум,23,Бүргэд,95.76,8,0,3,0,5.800751879699248
456.0,"УБ — Баянзүрх, Чингис зочид буудал",Паркет,1,2024,0,Вакум,25,Бүргэд,78.0,22,1,4,1,5.846153846153846
163.0,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,2014,0,Вакум,12,Бүргэд,58.0,5,0,2,1,2.810344827586207
150.0,"УБ — Баянзүрх, Баянзүрх дүүрэг",Паркет,1,2024,0,Вакум,12,Бүргэд,43.0,11,1,2,1,3.488372093023256
195.0,"УБ — Хан-Уул, Мишээл",Паркет,1,2013,0,Вакум,9,Төмөр,64.1,4,0,4,1,3.042121684867395
800.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,2,2024,0,Төмөр вакум,23,Төмөр,135.0,20,0,5,1,5.925925925925926
242.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1,2014,0,Вакум,10,Төмөр,65.38,2,0,2,1,3.7014377485469567
492.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2024,1,Вакум,16,Төмөр,82.0,5,0,3,1,6.0
574.5,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2019,0,Вакум,16,Төмөр,133.62,5,0,4,1,4.299506061966771
275.0,"УБ — Баянзүрх, Чулуун овоо",Паркет,1,2024,0,Вакум,16,Бүргэд,79.0,9,1,3,0,3.481012658227848
140.0,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,1,2018,1,Вакум,12,Бүргэд,42.0,2,0,2,1,3.3333333333333335
295.0,УБ — Хан-Уул,Паркет,1,2014,0,Вакум,6,Бүргэд,78.0,6,0,4,1,3.782051282051282
435.0,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1,2021,0,Вакум,23,Бүргэд,70.0,18,1,4,1,6.214285714285714
180.0,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1,2017,0,Вакум,16,Бүргэд,60.0,12,0,2,1,3.0
478.0,"УБ — Баянзүрх, Баянмонгол хороолол",Паркет,2,2018,1,Вакум,16,Бүргэд,116.0,6,0,3,1,4.120689655172414
171.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,53.43,15,0,2,1,3.200449185850646
212.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Бүргэд,74.31,5,0,3,1,2.852913470596151
492.0,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2024,1,Вакум,16,Бүргэд,82.0,5,0,4,1,6.0
135.0,"УБ — Хан-Уул, Хан-Уул, Хороо 3",Мод,1,2014,0,Вакум,12,Бүргэд,43.3,11,0,3,1,3.117782909930716
169.75,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,2024,0,Вакум,14,Бүргэд,48.0,3,0,2,0,3.5364583333333335
202.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2022,0,Вакум,16,Бүргэд,50.33,5,0,2,1,4.013510828531691
350.0,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Паркет,1,2020,0,Вакум,16,Бүргэд,75.73,15,0,3,1,4.621682292354417
130.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2012,0,Вакум,12,Төмөр,43.0,10,1,3,1,3.0232558139534884
250.0,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1,2021,1,Вакум,12,Бүргэд,75.01,9,0,5,1,3.3328889481402477
119.0,"УБ — Баянзүрх, Халдвартын эмнэлэг",Паркет,1,2011,0,Вакум,16,Бүргэд,51.2,5,1,1,1,2.32421875
408.328,"УБ — Хан-Уул, King Tower",Паркет,1,2021,0,Вакум,16,Мод,95.0,2,1,3,1,4.29818947368421
290.0,"УБ — Баянзүрх, 13-р хороолол",Паркет,2,2011,0,Вакум,6,Төмөр,95.0,3,0,4,1,3.0526315789473686
275.0,"УБ — Баянзүрх, Баянзүрх, Хороо 36",Паркет,0,2014,0,Вакум,16,Бүргэд,72.25,1,0,4,1,3.8062283737024223
148.0,"УБ — Сонгинохайрхан, Сонгинохайрхан, Хороо 12",Паркет,1,2007,0,Мод,12,Бүргэд,55.0,5,0,3,1,2.690909090909091
100.0,"УБ — Баянзүрх, Их Засаг Их сургууль",Паркет,1,2018,0,Вакум,6,Бүргэд,38.0,4,1,1,1,2.6315789473684212
325.0,"УБ — Хан-Уул, Яармаг",Паркет,2,2022,1,Вакум,3,Бүргэд,84.0,2,0,5,1,3.869047619047619
180.0,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,0,2017,0,Вакум,16,Төмөр,61.0,12,0,2,1,2.9508196721311477
480.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2024,1,Вакум,22,Бүргэд,86.41,20,0,4,1,5.55491262585349
209.8,"УБ — Баянзүрх, Натур худалдааны төв",Паркет,1,2010,0,Вакум,9,Бүргэд,72.34,9,1,3,1,2.9001935305501796
223.0,"УБ — Баянзүрх, 13-р хороолол",Паркет,1,2012,0,Вакум,10,Төмөр,65.0,4,0,3,1,3.4307692307692306
71.76,"УБ — Баянгол, 3, 4 хороолол",Паркет,1,2024,1,Вакум,16,Бүргэд,24.0,9,1,1,0,2.99
666.536,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Цемент,1,2024,0,Вакум,22,Бүргэд,114.0,19,0,3,0,5.846807017543859
141.75,"УБ — Баянгол, 10-р хороолол",Паркет,1,2024,1,Вакум,16,Бүргэд,45.0,8,1,2,0,3.15
207.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2023,0,Вакум,16,Бүргэд,65.0,9,0,4,1,3.1846153846153844
165.0,"УБ — Баянгол, Баянгол, Хороо 12",Паркет,1,1990,0,Вакум,9,Төмөр,72.0,2,0,4,1,2.2916666666666665
80.0,"УБ — Баянзүрх, Сансар",Паркет,1,2015,0,Вакум,5,Вакум,29.0,5,0,1,1,2.7586206896551726
624.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2024,0,Вакум,16,Бүргэд,120.0,9,0,5,1,5.2
720.0,"УБ — Хан-Уул, Хүннү",Паркет,1,2024,0,Вакум,25,Бүргэд,117.0,25,1,4,1,6.153846153846154
271.5,"УБ — Хан-Уул, Зайсан",Паркет,1,2024,0,Вакум,16,Төмөр,79.87,2,0,5,0,3.399273819957431
185.0,"УБ — Баянгол, Баянгол, Хороо 20",Паркет,1,2024,0,Вакум,16,Бүргэд,59.0,2,0,3,1,3.135593220338983
530.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2019,0,Вакум,16,Бүргэд,106.0,8,1,3,1,5.0
53.172,"УБ — Хан-Уул, Нисэх",Паркет,1,2024,1,Вакум,12,Бүргэд,29.54,6,0,2,0,1.8
128.0,"УБ — Баянзүрх, Улаанхуаран",Паркет,1,2024,1,Вакум,16,Бүргэд,45.77,13,1,2,0,2.7965916539217828
565.0,"УБ — Хан-Уул, King Tower",Паркет,1,2022,1,Вакум,16,Төмөр,133.05,13,0,3,1,4.24652386320932
372.0,"УБ — Баянгол, Нарны хороолол",Паркет,1,2023,0,Вакум,9,Бүргэд,83.0,5,0,4,1,4.481927710843373
187.0,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1,2021,0,Вакум,12,Бүргэд,55.0,2,1,3,1,3.4
168.826,"УБ — Сүхбаатар, Сүхбаатар, Хороо 20",Паркет,1,2018,0,Вакум,12,Бүргэд,54.46,10,1,4,1,3.0999999999999996
510.195,"УБ — Хан-Уул, Яармаг",Паркет,2,2023,1,Вакум,16,Бүргэд,145.0,14,0,6,1,3.518586206896552
250.0,"УБ — Баянгол, Баруун 4 зам",Паркет,2,2000,0,Вакум,5,Бүргэд,54.0,2,1,3,1,4.62962962962963
185.0,"УБ — Баянзүрх, Баянзүрх, Хороо 5",Паркет,1,2022,0,Вакум,12,Төмөр,81.0,10,0,4,1,2.2839506172839505
250.656,"УБ — Сонгинохайрхан, Москва хороолол",Паркет,1,2024,1,Вакум,15,Бүргэд,78.33,8,0,3,1,3.2
181.0,"УБ — Баянгол, 3, 4 хороолол",Паркет,1,2012,0,Вакум,9,Бүргэд,60.18,4,0,2,1,3.007643735460286
150.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2010,0,Вакум,12,Бүргэд,55.0,12,0,3,1,2.727272727272727
250.0,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,1,2014,0,Вакум,9,Мод,73.71,4,0,2,1,3.391670058336725
370.0,"УБ — Хан-Уул, Хан-Уул, Хороо 1",Паркет,1,2007,0,Вакум,6,Төмөр вакум,108.79,1,1,5,1,3.4010478904311054
435.0,"УБ — Хан-Уул, Хүннү",Паркет,1,2022,0,Вакум,25,Төмөр,70.0,18,1,4,1,6.214285714285714
270.9,"УБ — Хан-Уул, Зайсан",Паркет,1,2015,1,Вакум,10,Бүргэд,129.0,9,0,4,1,2.0999999999999996
130.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 11",Паркет,1,2016,0,Вакум,12,Бүргэд,41.2,5,0,3,1,3.1553398058252426
800.0,"УБ — Хан-Уул, Хан-Уул, Хороо 11",Паркет,1,2024,1,Вакум,23,Бүргэд,135.0,20,1,6,1,5.925925925925926
338.45,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2024,0,Вакум,16,Бүргэд,78.71,13,0,3,1,4.2999618854021096
574.5,"УБ — Баянзүрх, Баянзүрх, Хороо 36",Паркет,1,2018,0,Вакум,16,Бүргэд,133.62,6,0,4,1,4.299506061966771
162.04999999999998,УБ — Сүхбаатар,Паркет,1,2024,0,Вакум,16,Вакум,46.3,10,0,2,1,3.5
209.52,"УБ — Хан-Уул, Хан-Уул, Хороо 24",Паркет,0,2023,0,Вакум,16,Бүргэд,77.0,1,0,2,1,2.7210389610389614
396.0,"УБ — Баянзүрх, Олимп хотхон",Паркет,1,2018,1,Вакум,14,Бүргэд,120.0,6,0,4,1,3.3
509.2,"УБ — Хан-Уул, King Tower",Паркет,2,2023,0,Вакум,18,Бүргэд,134.0,1,0,4,1,3.8
170.0,"УБ — Баянзүрх, Olympic village",Паркет,1,2014,0,Вакум,12,Бүргэд,44.0,10,0,2,1,3.8636363636363638
159.00699999999998,"УБ — Хан-Уул, Хан-Уул, Хороо 25",Паркет,1,2021,0,Вакум,13,Бүргэд,54.83,3,0,2,1,2.8999999999999995
192.0,"УБ — Баянзүрх, 14-р хороолол",Ламинат,1,2023,0,Вакум,7,Бүргэд,58.43,5,0,4,1,3.2859832277939414
235.0,"УБ — Баянзүрх, Баянмонгол хороолол",Паркет,1,2013,0,Вакум,10,Бүргэд,67.8,8,0,3,1,3.466076696165192
140.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,2014,0,Вакум,12,Бүргэд,51.27,1,0,2,1,2.730641700799688
194.0,"УБ — Сүхбаатар, 11-р хороолол",Паркет,1,2024,0,Вакум,16,Бүргэд,48.7,13,0,4,0,3.983572895277207
731.64,"УБ — Хан-Уул, Хан-Уул, Хороо 17",Паркет,1,2018,1,Вакум,14,Бүргэд,140.7,6,0,8,1,5.2
172.329,"УБ — Баянзүрх, 13-р хороолол",Паркет,1,2024,0,Вакум,16,Бүргэд,55.59,7,0,3,1,3.1
230.0,"УБ — Баянзүрх, Баянмонгол хороолол",Паркет,1,2012,0,Вакум,10,Бүргэд,56.9,4,0,3,1,4.042179261862917
193.704,"УБ — Баянзүрх, 15-р хороолол",Паркет,1,2023,0,Вакум,16,Бүргэд,69.18,15,0,4,1,2.8
319.644,"УБ — Хан-Уул, Мишээл",Паркет,1,2024,0,Вакум,16,Бүргэд,88.79,4,0,5,1,3.5999999999999996
148.0,"УБ — Баянгол, 10-р хороолол",Паркет,1,2008,1,Вакум,5,Бүргэд,39.0,2,0,2,1,3.7948717948717947
206.58,"УБ — Хан-Уул, Яармаг",Паркет,1,2024,0,Вакум,16,Төмөр,62.6,16,0,3,0,3.3000000000000003
310.0,"УБ — Сүхбаатар, 220 мянгат",Паркет,1,1990,0,Вакум,5,Бүргэд,52.0,2,0,3,1,5.961538461538462
638.6,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,2,2021,0,Вакум,16,Төмөр,103.0,5,0,5,1,6.2
204.7,"УБ — Сонгинохайрхан, Москва хороолол",Паркет,1,2007,0,Вакум,9,Бүргэд,89.33,2,0,4,1,2.291503414306504
515.0,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1,2024,0,Вакум,16,Бүргэд,103.0,4,1,5,1,5.0
200.0,"УБ — Чингэлтэй, 40 мянгат",Паркет,1,1980,0,Вакум,4,Бүргэд,44.2,2,0,3,1,4.524886877828054
430.0,"УБ — Хан-Уул, Хүннү",Паркет,1,2023,0,Модон вакум,23,Бүргэд,70.0,18,0,4,1,6.142857142857143
422.4525,"УБ — Хан-Уул, Зайсан",Паркет,1,2013,1,Вакум,6,Төмөр,122.45,5,0,4,1,3.4499999999999997
456.17,"УБ — Баянзүрх, Сансар",Паркет,1,2024,0,Вакум,25,Бүргэд,79.0,22,1,5,1,5.774303797468354
600.8,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1,2024,0,Вакум,16,Бүргэд,120.0,11,0,6,1,5.006666666666666
177.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 9",Паркет,1,2023,1,Вакум,16,Бүргэд,52.76,13,0,3,1,3.354814253222138
510.0,УБ — Сүхбаатар,Паркет,2,2010,0,Вакум,10,Бүргэд,150.0,10,0,8,1,3.4
370.0,"УБ — Баянзүрх, Баянзүрх, Хороо 1",Паркет,2,2013,0,Вакум,16,Бүргэд,108.6,6,1,4,1,3.406998158379374
430.0,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,1,2023,0,Вакум,25,Бүргэд,70.0,18,0,4,1,6.142857142857143
268.0,"УБ — Баянзүрх, 13-р хороолол",Паркет,3,2007,0,Вакум,5,Бүргэд,90.0,2,1,4,1,2.977777777777778
170.0,"УБ — Хан-Уул, 19-р хороолол",Паркет,1,1990,0,Вакум,5,Бүргэд,52.0,5,0,3,1,3.269230769230769
170.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2014,0,Вакум,12,Бүргэд,44.0,9,0,2,1,3.8636363636363638
435.0,"УБ — Хан-Уул, Хүннү",Паркет,1,2022,0,Вакум,25,Бүргэд,70.0,18,0,4,1,6.214285714285714
422.4525,"УБ — Хан-Уул, Зайсан",Паркет,1,2016,0,Вакум,6,Бүргэд,122.0,5,1,4,1,3.4627254098360654
301.302,"УБ — Хан-Уул, Яармаг",Паркет,1,2022,1,Вакум,16,Төмөр вакум,79.29,8,1,3,1,3.8
417.0,"УБ — Хан-Уул, Яармаг",Паркет,1,2023,0,Вакум,9,Бүргэд,92.0,5,1,4,1,4.532608695652174
425.0,"УБ — Хан-Уул, River Garden",Паркет,1,2022,1,Вакум,16,Бүргэд,79.97,13,1,4,1,5.314492934850569
119.2,"УБ — Баянзүрх, Өгөөмөр захын зүүн",Паркет,1,2024,0,Вакум,12,Төмөр,42.6,11,1,2,1,2.7981220657276995
160.0,"УБ — Баянзүрх, Офицер",Ламинат,1,2013,0,Вакум,10,Бүргэд,52.4,8,1,3,1,3.053435114503817
574.5,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2018,0,Вакум,16,Бүргэд,133.62,6,1,4,1,4.299506061966771
329.98,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,1,2017,0,Вакум,12,Бүргэд,94.28,5,1,3,1,3.5
210.0,"УБ — Баянзүрх, 13-р хороолол",Мод,2,1990,0,Вакум,9,Бүргэд,80.0,3,0,4,1,2.625
383.6,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2015,0,Вакум,4,Бүргэд,127.89,2,0,5,1,2.9994526546250686
560.0,"УБ — Хан-Уул, Яармаг",Паркет,2,2023,0,Вакум,16,Бүргэд,130.3,12,0,6,1,4.29777436684574
125.0,УБ — Баянзүрх,Паркет,1,2016,0,Вакум,7,Төмөр,46.0,6,0,2,1,2.717391304347826
143.10000000000002,"УБ — Баянзүрх, Баянзүрх, Хороо 14",Паркет,1,2024,0,Вакум,7,Бүргэд,53.0,5,0,2,0,2.7000000000000006
480.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2022,0,Вакум,22,Бүргэд,86.0,20,0,4,1,5.5813953488372094
329.98,"УБ — Баянзүрх, Баянзүрх, Хороо 25",Паркет,1,2015,0,Вакум,12,Бүргэд,94.0,5,0,4,1,3.5104255319148936
521.37,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2019,1,Вакум,16,Бүргэд,115.0,7,0,5,1,4.533652173913043
215.155,"УБ — Хан-Уул, Хан-Уул, Хороо 2",Паркет,0,2018,0,Вакум,12,Бүргэд,58.0,7,0,4,1,3.7095689655172412
470.0,"УБ — Хан-Уул, Хан-Уул, Хороо 18",Паркет,0,2023,0,Вакум,16,Бүргэд,114.0,11,0,4,1,4.12280701754386
740.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1,2015,1,Вакум,17,Бүргэд,120.0,16,1,6,1,6.166666666666667
154.425,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,2023,0,Вакум,16,Бүргэд,61.77,12,0,3,1,2.5
230.0,"УБ — Баянзүрх, 14-р хороолол",Паркет,1,2015,0,Вакум,12,Төмөр,76.89,12,0,4,1,2.9912862530888282
267.61,"УБ — Хан-Уул, Хан-Уул, Хороо 20",Паркет,1,2023,0,Вакум,12,Төмөр,76.46,12,1,4,1,3.5000000000000004
252.0,"УБ — Хан-Уул, Зайсан",Паркет,2,2024,0,Вакум,9,Бүргэд,63.0,9,0,2,1,4.0
260.0,"УБ — Сүхбаатар, 5-р хороолол",Мод,0,1990,0,Мод,5,Бүргэд,70.0,1,0,4,1,3.7142857142857144
244.47499999999997,"УБ — Хан-Уул, Яармаг",Паркет,1,2023,0,Вакум,16,Бүргэд,69.85,5,0,3,1,3.5
303.0,"УБ — Сүхбаатар, Дөлгөөн нуур",Паркет,1,2024,0,Вакум,16,Бүргэд,79.93,12,1,3,1,3.7908169648442382
375.0,"УБ — Хан-Уул, Хан-Уул, Хороо 15",Паркет,1,2022,0,Вакум,16,Бүргэд,105.0,15,0,4,1,3.5714285714285716
125.0,"УБ — Сонгинохайрхан, 21-р хороолол",Паркет,1,2014,0,Вакум,9,Бүргэд,55.26,9,0,3,1,2.262034020991676
94.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2024,1,Вакум,12,Бүргэд,52.0,9,0,2,0,1.8076923076923077
273.9,"УБ — Баянзүрх, 13-р хороолол",Паркет,1,2010,1,Вакум,10,Бүргэд,91.3,3,0,5,1,3.0
270.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2014,0,Вакум,16,Бүргэд,78.0,10,1,4,1,3.4615384615384617
475.9,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2018,1,Вакум,16,Бүргэд,116.0,6,1,4,1,4.102586206896552
109.0,"УБ — Баянзүрх, Их Засаг Их сургууль",Паркет,1,2025,1,Вакум,12,Бүргэд,60.93,11,0,3,0,1.788938125718037
299.0,"УБ — Баянгол, Төмөр зам",Паркет,1,2021,1,Вакум,16,Төмөр,79.0,16,0,2,1,3.7848101265822787
420.0,"УБ — Хан-Уул, Хурд",Паркет,2,2014,0,Вакум,12,Төмөр,127.0,9,0,5,1,3.3070866141732282
321.0,"УБ — Сүхбаатар, Сүхбаатар, Хороо 1",Паркет,1,2010,1,Вакум,12,Бүргэд,64.0,8,0,2,1,5.015625
410.0,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2018,0,Вакум,16,Бүргэд,88.9,15,0,3,1,4.611923509561304
576.1999999999999,"УБ — Баянзүрх, Баянзүрх, Хороо 26",Паркет,1,2018,1,Вакум,16,Бүргэд,134.0,6,0,5,1,4.3
138.0,"УБ — Баянзүрх, 16-р хороолол",Паркет,1,2021,0,Вакум,16,Бүргэд,48.0,4,1,2,1,2.875
385.0,"УБ — Хан-Уул, Нархан хотхон",Паркет,0,2024,0,Вакум,16,Бүргэд,70.0,3,0,4,1,5.5
600.08,"УБ — Хан-Уул, River Garden",Паркет,1,2016,0,Вакум,14,Бүргэд,115.4,6,0,3,1,5.2
178.0,"УБ — Хан-Уул, Нисэх",Паркет,1,2023,0,Вакум,14,Төмөр,71.2,8,1,4,1,2.5
255.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2022,0,Вакум,12,Бүргэд,45.0,7,0,3,1,5.666666666666667
415.0,"УБ — Хан-Уул, Зайсан",Паркет,1,2011,1,Вакум,6,Төмөр,118.0,4,0,3,1,3.516949152542373
179.4,"УБ — Хан-Уул, 120 мянгат",Паркет,1,2023,0,Вакум,16,Бүргэд,69.0,13,1,4,1,2.6
112.0,"УБ — Баянзүрх, Баянзүрх, Хороо 13",Паркет,1,2024,0,Вакум,16,Бүргэд,35.0,13,0,2,1,3.2
359.0,"УБ — Хан-Уул, Зайсан",Паркет,2,2016,0,Вакум,12,Бүргэд,113.0,7,0,7,1,3.1769911504424777
496.0,"УБ — Хан-Уул, Удирдлагын Академи",Паркет,1,2022,1,Вакум,25,Бүргэд,80.0,12,0,5,1,6.2
125.0,"УБ — Сүхбаатар, Метро Молл",Паркет,0,2012,0,Вакум,12,Бүргэд,36.0,12,0,2,1,3.4722222222222223
